"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"","","","","","survey","13","3037247","0.0-10.0-1.0","2024-07-09T12:29:53.216Z","5_mzungf","290628","{""PCIGanz1"":6,""PCIGanz2"":3,""PCIGanz3"":0,""PCIGanz4"":6,""PCIGanz5"":3,""PCIGanz6"":5,""PCIGanz7"":0,""PCIGanz8"":2,""PCIGanz9"":0,""PCIGanz10"":2,""PCIGanz11"":0,""PCIGanz12"":2,""PCIGanz13"":2,""PCIIntro"":null}","PCIGanzfeld","","","","","","","","",""
"","","","","","call-function","14","3037247","0.0-10.0-2.0","2024-07-09T12:29:53.216Z","5_mzungf","","","","","","","","","","","",""
"","","","","","survey","15","3105415","0.0-11.0","2024-07-09T12:29:53.216Z","5_mzungf","68155","{""DSSQ"":{""DSSQ01"":3,""DSSQ02"":2,""DSSQ03"":2,""DSSQ04"":1,""DSSQ05"":3,""DSSQ06"":2,""DSSQ07"":1,""DSSQ08"":1},""DSSQIntro"":null}","DSSQ","","","","","","","","",""
"","","","","","html-slider-response","16","3124509","0.0-12.0","2024-07-09T12:29:53.216Z","5_mzungf","19093","17","time1","<p><i>Bitte beantworten Sie die folgenden beiden Fragen zu Ihren Erfahrungen während der 30 Minuten Ganzfeld.</i></p>
            <p>1. Wie oft haben Sie <b>während der Aufgabe</b> an die Zeit gedacht?</p>","50","","","","","","",""
"","","","","","html-slider-response","17","3137860","0.0-13.0","2024-07-09T12:29:53.216Z","5_mzungf","13350","52","time2","<p><i>Bitte beantworten Sie die folgenden beiden Fragen zu Ihren Erfahrungen während der 30 Minuten Ganzfeld.</i></p>
            <p>2. Wie schnell verging die Zeit für Sie <b>während der Aufgabe</b>?</p>","50","","","","","","",""
"","","","","","html-button-response","18","3146428","0.0-14.0","2024-07-09T12:29:53.216Z","5_mzungf","8568","0","videoIntro","<p>Jetzt möchten wir, dass Sie sich zwei kurze Videos ansehen und bewerten, wie ähnlich sie Ihrem Ganzfeld-Erlebnis sind.</p>
            <p>Bitte klicken Sie auf ""Weiter"", wenn Sie bereit sind.</p>","","","16","2","3","../video/24 C Who dares to boo their own Chieftain.mp4","../video/24 D Dropping.mp4",""
"true","false","[]","[]","[]","preload","19","3162485","0.0-15.0","2024-07-09T12:29:53.216Z","5_mzungf","","","","","","","","","","","",""
"","","","","","survey-html-form","20","3319052","0.0-16.0-0.0","2024-07-09T12:29:53.216Z","5_mzungf","156566","{""ClipA"":""0"",""ClipB"":""30""}","videoRating","","","","","","","","",""
"","","","","","html-button-response","21","3326148","0.0-17.0","2024-07-09T12:29:53.216Z","5_mzungf","7094","0","videoTargetIntro","<p>Wir werden jetzt das Zielvideo auswählen.</p><p>Bitte sehen Sie sich das ausgewählte Video ein zweites Mal an.</p>","","","","","","","","[""../video/24 C Who dares to boo their own Chieftain.mp4""]"
"","","","","","video-keyboard-response","22","3387081","0.0-18.0","2024-07-09T12:29:53.216Z","5_mzungf","null","null","videoTarget","[""../video/24 C Who dares to boo their own Chieftain.mp4""]","","","","","","","",""
