"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"","","","","","html-button-response","10","809657","0.0-8.0","2024-09-16T11:59:39.948Z","5_9k8uxu","219241","0","GanzfeldIntro","<p>Bitte sagen Sie dem Versuchsleiter, dass er Ihnen bei der Ganzfeld-Ausrüstung behilflich sein soll. Der Versuchsleiter wird auf ""Weiter"" klicken, wenn Sie bereit sind, um zu beginnen.</p>
            <p>Der Audiopegel für das Ganzfeld kann während der Wiedergabe der unten stehenden Audiodatei angepasst werden.</p>
            <audio controls>
                <source src=""../audio/pinknoise_7min_128.mp3"" type=""audio/mpeg"">
                Your browser does not support the audio element.
            </audio>","","","","","","","",""
"","","","","","audio-keyboard-response","11","2609661","0.0-9.0","2024-09-16T11:59:39.948Z","5_9k8uxu","null","null","GanzfeldPlay","../audio/German_Ganzfeld_Induction_v4.mp3","","","","","","","",""
"","","","","","call-function","12","2609665","0.0-10.0-0.0","2024-09-16T11:59:39.948Z","5_9k8uxu","","","","","","","","","","","",""
"","","","","","survey","13","2776112","0.0-10.0-1.0","2024-09-16T11:59:39.948Z","5_9k8uxu","166414","{""PCIGanz1"":4,""PCIGanz2"":4,""PCIGanz3"":4,""PCIGanz4"":3,""PCIGanz5"":4,""PCIGanz6"":4,""PCIGanz7"":3,""PCIGanz8"":3,""PCIGanz9"":2,""PCIGanz10"":2,""PCIGanz11"":4,""PCIGanz12"":3,""PCIGanz13"":4,""PCIIntro"":null}","PCIGanzfeld","","","","","","","","",""
"","","","","","call-function","14","2776113","0.0-10.0-2.0","2024-09-16T11:59:39.948Z","5_9k8uxu","","","","","","","","","","","",""
"","","","","","survey","15","2825618","0.0-11.0","2024-09-16T11:59:39.948Z","5_9k8uxu","49491","{""DSSQ"":{""DSSQ01"":4,""DSSQ02"":4,""DSSQ03"":1,""DSSQ04"":3,""DSSQ05"":2,""DSSQ06"":1,""DSSQ07"":1,""DSSQ08"":1},""DSSQIntro"":null}","DSSQ","","","","","","","","",""
"","","","","","html-slider-response","16","2835887","0.0-12.0","2024-09-16T11:59:39.948Z","5_9k8uxu","10268","59","time1","<p><i>Bitte beantworten Sie die folgenden beiden Fragen zu Ihren Erfahrungen während der 30 Minuten Ganzfeld.</i></p>
            <p>1. Wie oft haben Sie <b>während der Aufgabe</b> an die Zeit gedacht?</p>","50","","","","","","",""
"","","","","","html-slider-response","17","2841878","0.0-13.0","2024-09-16T11:59:39.948Z","5_9k8uxu","5990","59","time2","<p><i>Bitte beantworten Sie die folgenden beiden Fragen zu Ihren Erfahrungen während der 30 Minuten Ganzfeld.</i></p>
            <p>2. Wie schnell verging die Zeit für Sie <b>während der Aufgabe</b>?</p>","50","","","","","","",""
"","","","","","html-button-response","18","2860998","0.0-14.0","2024-09-16T11:59:39.948Z","5_9k8uxu","19119","0","videoIntro","<p>Jetzt möchten wir, dass Sie sich zwei kurze Videos ansehen und bewerten, wie ähnlich sie Ihrem Ganzfeld-Erlebnis sind.</p>
            <p>Bitte klicken Sie auf ""Weiter"", wenn Sie bereit sind.</p>","","","5","0","1","../video/13 A Alien Contact.mp4","../video/13 B Toothache.mp4",""
"true","false","[]","[]","[]","preload","19","2865974","0.0-15.0","2024-09-16T11:59:39.948Z","5_9k8uxu","","","","","","","","","","","",""
"","","","","","survey-html-form","20","3030695","0.0-16.0-0.0","2024-09-16T11:59:39.948Z","5_9k8uxu","164717","{""ClipA"":""85"",""ClipB"":""0""}","videoRating","","","","","","","","",""
"","","","","","html-button-response","21","3037503","0.0-17.0","2024-09-16T11:59:39.948Z","5_9k8uxu","6805","0","videoTargetIntro","<p>Wir werden jetzt das Zielvideo auswählen.</p><p>Bitte sehen Sie sich das ausgewählte Video ein zweites Mal an.</p>","","","","","","","","[""../video/13 B Toothache.mp4""]"
"","","","","","video-keyboard-response","22","3094701","0.0-18.0","2024-09-16T11:59:39.948Z","5_9k8uxu","null","null","videoTarget","[""../video/13 B Toothache.mp4""]","","","","","","","",""
